Image Path,Lacunarity
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_DCs_5KV_1200x_ETD_HV_s5.0_13.4WD_024_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_DCs_5KV_1200x_ETD_HV_s5.0_13.4WD_024_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_DCs_5KV_1200x_ETD_HV_s5.0_13.4WD_028_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_DCs_5KV_1200x_ETD_HV_s5.0_13.4WD_028_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_DCs_5KV_1200x_ETD_HV_s5.0_13.4WD_028_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_DCs_5KV_1200x_ETD_HV_s5.0_13.4WD_028_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_DCs_5KV_1200x_ETD_HV_s5.0_13.5WD_031_0.png,tensor([[[1.7285e-05]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_DCs_5KV_1200x_ETD_HV_s5.0_13.5WD_031_1.png,tensor([[[5.1498e-05]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_DCs_5KV_1200x_ETD_HV_s5.0_13.5WD_031_2.png,tensor([[[1.9193e-05]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_DCs_5KV_1200x_ETD_HV_s5.0_13.5WD_031_3.png,tensor([[[3.1352e-05]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_DCs_5KV_1200x_ETD_HV_s5.0_13.5WD_032_0.png,tensor([[[8.2254e-06]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_DCs_5KV_1200x_ETD_HV_s5.0_13.5WD_032_1.png,tensor([[[2.2888e-05]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_DCs_5KV_1200x_ETD_HV_s5.0_13.5WD_032_2.png,tensor([[[1.2279e-05]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_DCs_5KV_1200x_ETD_HV_s5.0_13.5WD_032_3.png,tensor([[[2.1577e-05]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_16_0.png,tensor([[[0.0038]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_16_1.png,tensor([[[0.0064]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_16_2.png,tensor([[[0.0062]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_16_3.png,tensor([[[0.0055]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_17_0.png,tensor([[[0.0041]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_17_1.png,tensor([[[0.0056]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_17_2.png,tensor([[[0.0025]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_17_3.png,tensor([[[0.0048]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_18_0.png,tensor([[[0.0068]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_18_1.png,tensor([[[0.0070]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_18_2.png,tensor([[[0.0055]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_18_3.png,tensor([[[0.0059]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_19_0.png,tensor([[[0.0060]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_19_1.png,tensor([[[0.0072]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_19_2.png,tensor([[[0.0081]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_Bottom of Insert_DC_02052021_5KV_1000_ETD-HV_5_19_3.png,tensor([[[0.0066]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_DCs_5KV_1200x_ETD_HV_s5.0_12.9WD_017_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_DCs_5KV_1200x_ETD_HV_s5.0_12.9WD_017_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_DCs_5KV_1200x_ETD_HV_s5.0_12.9WD_017_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_DCs_5KV_1200x_ETD_HV_s5.0_12.9WD_017_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_DCs_5KV_1200x_ETD_HV_s5.0_13WD_020_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_DCs_5KV_1200x_ETD_HV_s5.0_13WD_020_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_DCs_5KV_1200x_ETD_HV_s5.0_13WD_020_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_DCs_5KV_1200x_ETD_HV_s5.0_13WD_020_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Untreated\Untreated_DCs_5KV_1200x_ETD_HV_5spot_12.6wd_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Untreated\Untreated_DCs_5KV_1200x_ETD_HV_5spot_12.6wd_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Untreated\Untreated_DCs_5KV_1200x_ETD_HV_5spot_12.6wd_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Untreated\Untreated_DCs_5KV_1200x_ETD_HV_5spot_12.6wd_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Untreated\Untreated_DCs_5KV_1200x_ETD_HV_s5.0_13.2WD_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Untreated\Untreated_DCs_5KV_1200x_ETD_HV_s5.0_13.2WD_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Untreated\Untreated_DCs_5KV_1200x_ETD_HV_s5.0_13.2WD_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_DC_NEW\Lung Cells Untreated\Untreated_DCs_5KV_1200x_ETD_HV_s5.0_13.2WD_3.png,tensor([[[0.]]])
